state_name,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Kansas,1079802.9656654662,4359628.218643038,1471014.8157201167,550642.7054374878,2053059.4531214314,741469.2568212466,2052786.4227252787,1828210.2374371055,1707583.2241873231,1818488.1574894865,1301540.894029713,6081092.668001816,1644672.0859850221,771254.6191003346,914188.7610222888,496586.7090531633,0,999614.7915786831,980327.3769333716,2342969.4531436795,1724667.6836102554,2179139.635479714,1169515.0084364298,792926.9296885515,907400.4809026048,404481.01132644294,1487953.5137717794,313075.97163867415,1762194.1802813394,2179319.109558136,1923494.202894642,949187.07949967,1899393.4001147267,1543360.3671086512,1026642.6099330703,1223396.5081836144,320221.3593697646,2257028.822774551,1686160.3036547762,2173786.8089588643,1483451.2240819528,659616.8727676396,950860.7870986569,822466.9230263162,1323230.0222849988,2084868.2610639622,1640460.3415134537,2245117.730648164,1365054.609145989,871033.4036849869,975214.8435049076
Kentucky,552137.3534215075,5025633.790417308,2437721.520254903,711101.3712598984,3051846.0480010994,1733854.5931213254,1138814.6499491874,865912.4784747344,732993.9558640434,1152505.9311322856,534912.1824849945,7080693.303891936,2569428.617883832,462483.0567165369,278471.3088929133,812425.6361316326,999614.7915786831,0,970719.200386648,1503619.912294069,755917.4797294606,1283039.9344401793,563991.3914176064,1079133.6894403491,700653.2838491171,596069.475303823,2319534.356347563,1118444.2132982274,2761079.4953582226,1311319.1784762691,985732.2558735497,1903515.6290793999,994360.8758024398,559673.4919040754,1580132.8568537273,377394.48620322265,1069848.8504546182,3185931.6704344335,757425.6211219816,1262761.74397367,565173.4487660632,1346336.0843559648,252426.09633993483,1348581.2628515677,2304791.584350829,1255971.8884307768,644485.0247190458,3125340.062147498,390023.22672093415,720066.3560718475,1901273.0447727412
Louisiana,510610.32693874056,5334112.132871533,1927320.6166406944,471326.1170061364,2656447.241189196,1572916.163607875,2049446.9526534283,1741877.0057847053,1601626.924063572,998915.1106236598,773398.448103889,6618610.3925187485,2535259.9234982673,1196507.8897987455,1150541.7798990097,1258530.835440727,980327.3769333716,970719.200386648,0,2445080.360196056,1632649.4548158455,2200413.2746171616,1493827.2244109064,1621426.3457846472,271395.24327829183,866220.8935542741,2445283.3594005127,1283197.206703313,2443771.456270004,2244963.6613737033,1883459.9809306592,1436418.1354302904,1919810.580927207,1224504.092375687,1981021.0684692604,1347947.7855511329,740972.8110117101,3122017.4120653537,1680980.582780856,2169459.585992537,1047836.0771858764,1627658.6950129017,725527.8867319545,579325.5781672795,2134036.9961148277,2208062.0545066274,1457713.1954236208,3157830.827260696,1306864.0496614364,1455244.3363340793,1898467.3387367832
Maine,1953314.3314263716,5285409.841909696,3807485.4542099233,2208027.721324738,4305286.094433411,2971821.054220203,422686.64142630575,739170.4052010444,869495.2831008445,2133085.4260913897,1753329.300564548,8236692.462139974,3559432.9037680514,1571831.1031685602,1449867.8100750826,1919053.3933063378,2342969.4531436795,1503619.912294069,2445080.360196056,0,835435.6151031592,279529.5578518681,1176997.635233915,1894691.9043191317,2175506.320340121,1975795.8950665612,3184866.153628168,2300413.954650537,3977628.4818744026,204426.04643555242,589097.2423979085,3292036.1653632973,528079.0024265861,1304451.3340855117,2326859.847497767,1155960.2856605372,2516103.309973193,4126223.3996439674,764604.8083217915,333062.63702766405,1514544.5368274038,2329401.091000578,1727099.2969408024,2850180.425825604,3456863.7760439175,258248.64912947643,1033901.1273692796,3966089.2750375853,1138612.0373638377,1544670.7748570675,2983132.4064828
Maryland,1129754.3143917301,5364090.797915183,3184408.162180279,1460579.802884796,3771350.6655575656,2434535.91215073,420590.07007187826,111444.93814625038,34483.100241600994,1334154.5387178324,918302.756510413,7787212.22762567,3187450.55149712,1012951.6370294669,823070.3303752812,1413145.6872037195,1724667.6836102554,755917.4797294606,1632649.4548158455,835435.6151031592,0,572537.0305130648,732472.2238126023,1543436.8883346051,1368274.439237976,1323449.095938563,2878357.2320254613,1778182.5435068405,3466861.646167068,631012.1705314491,252086.97826801578,2651885.9898438095,314575.42837907607,473186.7188783623,2051155.2908309768,526941.0085296365,1824559.936044639,3793741.1442167885,147597.66133535843,537639.9808782008,682622.2744492964,1921620.876309067,938091.5673318096,2085632.9153380261,2982540.103229439,635438.6271494459,201844.42227666537,3691088.9904918224,366570.5329406637,1129939.172861097,2543067.210169405
Massachusetts,1700945.954509953,5378190.849639958,3650041.4055415224,1993750.5082913393,4183711.7164022783,2842536.3796572443,151947.3422930173,469678.62840128446,605587.0586426912,1853960.6538554283,1489255.3257629743,8155556.252518137,3492950.705536717,1415875.047183353,1268487.5073052077,1788659.8933835968,2179139.635479714,1283039.9344401793,2200413.2746171616,279529.5578518681,572537.0305130648,0,1040024.7825147292,1815705.4441655488,1933412.459324652,1795724.5006807523,3138446.5355413733,2170255.303225771,3863453.576241281,100496.36049957175,320838.6116385944,3125971.0029530367,288882.4040917883,1033775.552774536,2281394.6187286,962360.2688224319,2326061.503763441,4076688.7975440873,526581.3691479923,58928.862293185775,1243437.0385739175,2239119.878555233,1492359.726030163,2630790.5226319223,3353425.398664438,226297.846392407,765700.0136682948,3935679.3677635225,902721.0093229661,1434810.4749859401,2888637.225756173
Michigan,1115318.4536678072,4663317.180374541,2630533.0105384355,1133099.5053379834,3144108.9067429486,1803872.2265656695,934301.093181588,802317.9796659925,734449.0497404535,1671039.5287393725,1072228.3981029931,7122342.005305653,2479742.801702846,400185.21820078825,344965.3040225822,749114.0074351585,1169515.0084364298,563991.3914176064,1493827.2244109064,1176997.635233915,732472.2238126023,1040024.7825147292,0,815163.4080080738,1233534.3676769529,824679.4074093723,2153688.9347743057,1131171.6362685836,2823465.1595555576,1024939.6007793271,843108.0013563841,2117236.2040425246,784054.2856183681,887177.58510192,1319190.2250549926,275802.2257030356,1369562.0796497734,3078359.100100766,627415.3429946833,1046015.4274612947,1005403.189231538,1214249.0497758824,809970.1461379607,1765770.034908861,2315624.965445579,920006.8964788324,774647.1903496241,2964701.2525804467,521642.6235023233,407137.56065842556,1855985.7797261144
Minnesota,1482336.0241475878,3946504.786088231,2036973.331610355,1151442.112775866,2432811.7772032944,1142145.3622519248,1729283.0376957774,1617252.0405650565,1542293.2747449097,2198184.958593038,1586224.6606185718,6345283.292719819,1677422.9341154837,617980.0140602892,822035.0126249708,362895.7700660541,792926.9296885515,1079133.6894403491,1621426.3457846472,1894691.9043191317,1543436.8883346051,1815705.4441655488,815163.4080080738,0,1442795.682024447,757600.167466167,1338804.230390489,549089.8857072972,2097530.424447334,1780594.9359641918,1654025.800716775,1588779.6309361414,1585011.295839613,1595598.2500466963,514687.81538887264,1035389.4836082552,1107354.8571972342,2267705.644231497,1442571.9948749887,1831602.5373461018,1642113.0310823163,438463.4327592742,1212909.9041422806,1607028.7597933265,1568657.825582886,1654330.8533229446,1556275.8869352983,2149549.0107584954,1272497.0346948067,414265.9918257114,1090682.8855136293
Mississippi,272691.4908018174,5257051.08961609,2057671.8458088373,356896.017714985,2761180.3919658894,1583798.1612171147,1782936.1857899216,1478318.85665017,1337924.623976708,926906.2199357016,550653.6771964184,6761228.205788786,2532092.8626486645,961217.9095848801,893482.865709044,1084350.4835205337,907400.4809026048,700653.2838491171,271395.24327829183,2175506.320340121,1368274.439237976,1933412.459324652,1233534.3676769529,1442795.682024447,0,689815.5602633127,2395353.3603667933,1182700.7735201058,2522426.7968073846,1976073.3700306164,1617982.0581088106,1541430.4208028466,1651285.2098045761,977556.0592564268,1847434.787866242,1078047.138314103,748145.6424922468,3134919.78493662,1412040.9338815429,1903764.506832881,816792.2271605234,1513815.5653841714,454166.1627695574,763867.505006269,2163525.590608169,1937306.5640149184,1198710.6426924686,3143739.220457922,1036930.7894093996,1230054.2666555168,1872821.1728753173
Missouri,775732.711906822,4600981.407550401,1863182.4463591785,401628.0387741613,2457538.5200781734,1138630.0299478164,1664228.3332464339,1428424.5062104964,1305421.9363786478,1521116.158133602,952091.703866261,6485145.52423809,2001914.1882918794,431673.13283272693,527872.4810243514,395929.5813745703,404481.01132644294,596069.475303823,866220.8935542741,1975795.8950665612,1323449.095938563,1795724.5006807523,824679.4074093723,757600.167466167,689815.5602633127,0,1792203.4309052555,557666.649949487,2165018.8113383637,1803050.7584301669,1528909.2955501587,1333442.1755899556,1511745.119398796,1145828.8662872568,1164566.44183711,833874.2422346935,545191.336115213,2618587.5496049607,1291786.9444752727,1786667.9458620597,1102540.279441174,851751.6913080094,578523.7264621223,966442.8291475615,1713458.594591976,1717894.1908065765,1235979.702303809,2580805.9906940684,961773.3056818916,629430.4930330738,1328981.0168718083
Montana,2552954.3063185485,2898510.933323047,1513196.2622817804,2038564.1561591874,1460128.9053466266,948320.6516119059,3061512.0674312124,2955130.9443227435,2875333.255127697,3298791.650213546,2744196.2549480204,5069988.2613643175,433294.0085718398,1897576.3646392084,2107075.465190719,1509214.738211148,1487953.5137717794,2319534.356347563,2445283.3594005127,3184866.153628168,2878357.2320254613,3138446.5355413733,2153688.9347743057,1338804.230390489,2395353.3603667933,1792203.4309052555,0,1235964.613231532,1138074.7678544165,3094036.6539676054,2992221.8435237035,1423952.0170155657,2920234.5722265802,2873264.3367512384,858767.3781676027,2360607.4627514966,1707724.5084167258,941357.452007025,2781051.871399623,3158916.044568285,2874158.1722116424,974789.7330732727,2367420.3829985824,2093684.2519673414,708321.3891560112,2960424.3495533513,2874963.2312787105,813393.0899127676,2585217.4114101576,1749233.4032269884,568283.7608668528
Nebraska,1319377.288258367,4074384.1934556337,1528175.2683520932,832809.2740510617,2013527.872826299,672739.0356666617,2058030.878794587,1873010.3162918382,1766705.0078970056,2066421.7992764206,1509447.5145299705,6010748.673732265,1452132.7733673365,767930.6171350578,957068.1826996348,382213.6945055393,313075.97163867415,1118444.2132982274,1283197.206703313,2300413.954650537,1778182.5435068405,2170255.303225771,1131171.6362685836,549089.8857072972,1182700.7735201058,557666.649949487,1235964.613231532,0,1696576.1659327683,2155718.510087966,1947684.397283004,1051372.8834418992,1905186.2913855182,1678030.320146578,713734.4069204715,1253898.3556952488,625327.3921556055,2069068.345805101,1714478.7337337423,2173551.6540155327,1653903.7230009618,347122.79026584496,1135628.670557314,1122479.7168421466,1204449.7767543762,2046268.4957736917,1728175.492884895,2023565.2442603975,1439561.4472713573,761308.1185383061,782846.2187964865
Nevada,2761913.94483806,3439453.5503458614,666478.7915130194,2206755.8457863987,342658.66223340476,1032408.1863330913,3754067.3612543275,3564953.1332408576,3453062.5574164693,3433730.6736923545,3018691.735256802,4322084.554276992,746415.2033136513,2463212.419954008,2643938.3552735145,2075944.4301567932,1762194.1802813394,2761079.4953582226,2443771.456270004,3977628.4818744026,3466861.646167068,3863453.576241281,2823465.1595555576,2097530.424447334,2522426.7968073846,2165018.8113383637,1138074.7678544165,1696576.1659327683,0,3844049.3225152963,3643798.832542661,1015422.5585922499,3601462.942826521,3304040.6575937504,1780759.4672977268,2946987.282659652,1783769.3119666416,926439.1725089016,3409685.7845686027,3868623.77472058,3230101.7042573583,1659221.2024988947,2699494.466541547,1907870.7486891358,535520.7960537892,3728323.777847244,3398193.8716932777,1147905.844100041,3116591.143355984,2434718.5278692385,1015567.2778588074
New Hampshire,1750903.840815102,5296418.183753591,3648551.7814044906,2019292.6188244147,4167407.977004205,2828451.333731231,221672.58643145775,535382.1832946151,665069.7450658688,1934584.309064254,1548988.4085336046,8125176.60815361,3455658.1965123126,1410920.3573575483,1275262.2046587993,1773510.4565003372,2179319.109558136,1311319.1784762691,2244963.6613737033,204426.04643555242,631012.1705314491,100496.36049957175,1024939.6007793271,1780594.9359641918,1976073.3700306164,1803050.7584301669,3094036.6539676054,2155718.510087966,3844049.3225152963,0,385482.5865838759,3128053.9226743924,325500.2586253176,1100403.6094126392,2235614.717571566,974338.4205908085,2339008.132659798,4033994.9511729535,564042.7513607694,159138.46020594766,1310507.095634632,2209016.653980919,1529790.926228835,2659690.119206465,3329524.4732549526,143030.1587330043,829633.7766944678,3886659.225014788,939993.5016815629,1410271.9468990632,2860943.1544397846
New Jersey,1381655.9849397535,5375109.663001076,3391741.379509691,1695910.2097277537,3955792.768663799,2614246.5869717067,169063.800388638,150106.77915808914,284834.97069743363,1553981.7784705318,1168553.7204944273,7956043.697424449,3322844.877574069,1180663.734524922,1010014.4886635625,1571973.157287159,1923494.202894642,985732.2558735497,1883459.9809306592,589097.2423979085,252086.97826801578,320838.6116385944,843108.0013563841,1654025.800716775,1617982.0581088106,1528909.2955501587,2992221.8435237035,1947684.397283004,3643798.832542661,385482.5865838759,0,2862230.052464349,116114.52993833764,715493.1871557365,2146900.952320369,701262.8207561817,2045848.6227893857,3920568.391308689,237353.0163584594,286014.4686498091,925550.0321673579,2056940.028242739,1182472.0319627698,2327152.801687351,3146886.083367812,415665.882209776,445723.3075703283,3800547.640661159,597733.2115611945,1250200.0998817096,2694529.8423091476
