state_name,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Georgia,271110.63406279497,5492935.679912288,2595973.4341227273,831050.312732533,3248937.173856654,2023563.8494017338,1325349.3255575388,998612.691935765,870723.2308209386,652344.39201449,0,7271133.723627472,2949887.054037474,964094.8260839878,780831.2896772051,1246206.9971280405,1266437.9415571291,508717.0486260739,777770.6646381828,1721171.878797575,901886.3015510114,1476825.0032941722,1054435.5413052144,1553891.7010370377,539485.2121445978,935879.514079884,2749898.8624960785,1469608.839994168,2955499.8175949208,1532822.0467018206,1148649.8388326347,2076297.644863855,1217065.5393307905,456442.79418460367,2022982.8090491812,791703.881891709,1214134.7862639497,3539834.754870744,995459.4514990136,1436310.0306751046,275753.57883398246,1762396.348036207,352594.03137276927,1300240.6374278888,2605842.9221647824,1527229.430359299,737722.4901293365,3515363.504125628,664757.977403217,1231903.1984148696,2268971.7926115557
Hawaii,7013319.536886824,4523894.977868441,4677607.155566339,6445154.042891105,4035196.89257221,5340418.649194685,8050744.9237479335,7879406.409549167,7766090.609110756,7606432.493517585,7271133.723627472,0,4649040.7977014035,6770840.482420792,6960064.775393018,6381581.584771013,6090329.653413036,7075304.152230099,6604586.867329309,8226995.387455049,7779439.07360913,8152703.890639798,7102881.343732325,6345968.153720763,6758219.380021976,6462576.1208346365,5028457.337613912,6023015.851198809,4348149.491477295,8122021.406256661,7948298.29456879,5194848.681127771,7907882.855714639,7608802.641651229,5928025.80995593,7250841.046823723,6062937.008122731,4132299.770764741,7733521.484224826,8159278.096894156,7519772.597997469,5906742.887336133,7005560.931789774,6045474.273732901,4790441.4434255,7992377.373864106,7721789.669741205,4335932.9616875965,7450942.380290696,6707161.2937590135,5242869.803581971
Idaho,2751296.3148541437,2912645.5179128437,1238150.524206783,2169208.3375817216,1034473.4238474853,977903.5496324922,3432660.412071217,3304659.17412841,3207689.064600067,3492512.3668505084,2949887.054037474,4649040.7977014035,0,2207092.9716900717,2418353.1839651503,1815004.2122251268,1686951.813345609,2599429.2745513245,2558933.4475117335,3581179.496165976,3215033.088407519,3522654.535200266,2492885.3268735227,1710525.469833557,2565866.747109077,2020840.6579198458,416499.262379334,1499018.099953432,801339.4984840518,3484650.8994058375,3350080.569009947,1305909.1986187813,3294551.0516374325,3159395.284078088,1279580.9561072127,2685241.0817569746,1831069.8513617641,591909.8046030736,3144482.530175128,3534652.7405251837,3136437.5227671782,1293009.2602649247,2615140.280386833,2149843.202160112,501557.41280138073,3350374.44544437,3193601.269680742,608486.9279249148,2915780.682789258,2091048.4945030257,681339.7772166863
Illinois,930101.9998583862,4552573.9892203165,2249283.7086255425,777326.87111071,2763604.8027258147,1438913.4517566473,1296481.5120509842,1110418.5122149347,1004427.828663266,1615811.259189383,964094.8260839878,6770840.482420792,2207092.9716900717,0,219921.78551916583,394072.34838506713,757920.9677227279,469685.6063630657,1205176.85766446,1558755.1273650334,1014332.2156644434,1417407.4318410268,388627.75435005105,605110.9808838945,970805.2920481123,455128.086979133,1926893.6769061014,748083.5618743488,2437498.1116698696,1410493.7859736397,1179398.091883491,1738406.6496877389,1150597.7890020835,993085.1870325733,1099383.375247106,482327.362457502,969935.2057301853,2793016.979111479,963076.8560995589,1412606.7138527958,1035245.8939528755,920628.7494244229,633359.8485378572,1405393.46548011,1981276.6427703379,1311630.9170967275,986967.022182975,2712636.877268727,709412.799547454,275405.5553734394,1548366.139678421
Indiana,793696.1190368505,4764270.252840922,2397012.560966892,791649.4672326791,2940449.484082315,1620532.954369902,1138204.8607756072,920819.8751578712,806277.5405047062,1431916.7733240004,780831.2896772051,6960064.775393018,2418353.1839651503,219921.78551916583,0,603519.9804312502,899137.9250992907,272537.27743633185,1148764.993897906,1436920.6598511082,819412.2184536221,1269604.5067886347,347799.8532345409,820654.1632063142,889872.2003251535,546873.7023884259,2144811.3645461234,941199.018436159,2617731.2430788917,1275116.732364231,1005417.2393314535,1876865.3937067844,992427.5820979308,773489.4588171613,1317901.9069058374,298298.58590886294,1057814.8742476038,3006052.595758457,786748.6829509209,1257894.3002730308,824024.0552154306,1136908.5025205372,481926.40175169264,1435239.4103714637,2175483.8437202484,1193140.4478148844,776351.6910548877,2930182.8337183846,498747.6952600797,458027.8520218569,1753723.7185527475
Iowa,1136119.6298651784,4248354.717838842,1908607.1760280358,755978.2011961021,2386280.3019068516,1062073.1348794478,1674933.5814828824,1503217.542018645,1398475.8272290637,1877949.0543552418,1246206.9971280405,6381581.584771013,1815004.2122251268,394072.34838506713,603519.9804312502,0,484150.2045263956,807690.9089663018,1252879.230473059,1907501.9029725653,1408140.1942060983,1788098.6688291547,734038.3066722968,364492.19954181626,1082346.8790133349,397558.1152660974,1547279.2018720412,367048.1214918011,2057693.789760273,1772151.4545338491,1566718.3533358811,1417344.5226461873,1530194.6046049264,1360674.5231375825,779205.7492457895,876089.6926764837,777996.0946865655,2402546.8511513346,1352436.5913792122,1787972.7453888245,1372018.4034527969,537937.9150656105,893853.7819945151,1284719.7226565066,1591143.3072652984,1661119.5734077224,1378738.1339048888,2330911.4702482764,1100891.7416646006,383112.0409124282,1154298.4569264932
Kansas,1065545.388021846,4369702.923829985,1498320.0309678311,501295.4039807456,2057557.6731045202,766254.2596616115,2036564.6279563822,1811906.4358029978,1689637.5573476562,1814207.8524183193,1266437.9415571291,6090329.653413036,1686951.813345609,757920.9677227279,899137.9250992907,484150.2045263956,0,985008.3256374128,971281.4079966266,2315902.5578300776,1706530.4128105955,2164973.461911618,1144852.6482432391,785888.1327797053,901942.7478425709,372279.5638820603,1523891.82754936,309531.41735690297,1742391.6046944275,2163950.665529528,1903849.6686830802,981707.6176546382,1890546.6618540168,1528122.87026812,1013675.8716978249,1197398.2232550215,319871.38426513545,2275034.8581878045,1685207.579460019,2155589.9485844895,1471390.8179650665,651951.2341865943,944303.1835298836,842696.8487028264,1346837.7852547073,2068964.914201033,1633976.353685028,2264955.8616067064,1368619.583878714,854887.8994376342,1008730.2759361971
Kentucky,551631.8418661999,5021440.414528437,2453310.7616216363,727110.1866956806,3041706.2521976964,1743540.746826627,1136486.8026827446,860887.767614977,729338.7573241408,1159386.6241498855,508717.0486260739,7075304.152230099,2599429.2745513245,469685.6063630657,272537.27743633185,807690.9089663018,985008.3256374128,0,975620.3647784195,1485534.7637915788,751382.1789239343,1281690.7002753096,567577.2657211383,1073250.220520806,701700.3118316188,612877.0459886725,2352587.231302295,1101413.0489423962,2727391.699878047,1307881.5487711576,978282.3700346894,1925918.5027564627,998250.5531257269,559968.4957621207,1561266.5126844363,362028.4761642216,1063661.0128465923,3190754.169405782,769482.9885223424,1258016.2906951744,569012.1562422669,1344562.6037159592,244729.7063482504,1351451.2589416618,2316150.936363173,1254940.1251399955,654675.1428903183,3133660.877445042,409449.94991913444,727968.0706834261,1923220.7269336511
Louisiana,516076.6791462512,5333731.237329007,1941555.0441974055,501738.43892979954,2640256.773743458,1581287.788625798,2053119.0499721223,1738379.4184681738,1604114.2942890762,1011537.875368055,777770.6646381828,6604586.867329309,2558933.4475117335,1205176.85766446,1148764.993897906,1252879.230473059,971281.4079966266,975620.3647784195,0,2431322.8393303733,1633212.0963966348,2204336.5094081657,1496239.3127734114,1617370.799302721,276375.6325019078,856641.0028602122,2463700.703650599,1271715.9680478075,2380710.4365027407,2246553.4283197927,1880359.7112885497,1456674.7931689506,1928434.7995151416,1227054.4580811122,1962915.053508577,1337385.1183827235,734169.7506084569,3122595.697489702,1696875.2746477085,2170539.848411666,1052960.6801755743,1615880.1438383493,740221.9389681274,560719.7809944242,2132285.4306961014,2213125.7636528946,1483986.9334278423,3161162.430046334,1330714.5734725322,1459318.1519426776,1913980.1824083289
Maine,1933711.605616908,5278195.215363035,3806526.717631536,2201992.588386489,4285751.727154013,2966846.5491509256,403022.6859712147,731028.6148943824,851643.2652587348,2114216.8195191333,1721171.878797575,8226995.387455049,3581179.496165976,1558755.1273650334,1436920.6598511082,1907501.9029725653,2315902.5578300776,1485534.7637915788,2431322.8393303733,0,820142.1367860913,261115.04468062567,1177495.7189269962,1883257.2040924788,2155973.0506404657,1981938.454801521,3219480.0271732784,2273908.677855746,3954930.79941017,188464.93140137356,577929.0313722081,3297102.0606602174,505608.54602187895,1288337.47371305,2308661.269324614,1153892.450450784,2494634.8502775966,4125671.366280962,735114.5961219653,315497.8548047669,1497287.0160221974,2328802.1896900707,1698071.994021134,2836103.4285011473,3464458.8383352794,247250.7467878721,989069.4038239146,3971408.345999628,1100905.1892526993,1544061.286680681,2994605.8547115545
Maryland,1124804.236575202,5356172.728006754,3195284.9910506206,1474791.649702341,3757992.790653499,2439829.2402263773,424045.4295217618,109810.54658448191,31735.535412964367,1332819.9806674097,901886.3015510114,7779439.07360913,3215033.088407519,1014332.2156644434,819412.2184536221,1408140.1942060983,1706530.4128105955,751382.1789239343,1633212.0963966348,820142.1367860913,0,575841.8253270707,747825.0942890395,1536906.7193666259,1362047.2741658902,1338927.0641767073,2913554.1396624236,1758414.9002444525,3436439.803789279,631677.2126219684,248197.44843350493,2669542.9347603456,320815.67726453126,472890.8408868209,2032973.8517993873,532053.7748398847,1814006.2645553318,3796466.7162763993,147221.1494828946,538289.833656477,681295.8732461013,1922515.357625213,922472.0832971068,2081000.4977433018,2993201.063676218,642356.1086021586,172142.40031024307,3698201.760247593,343027.40987873287,1139613.3359468326,2562229.0787155596
Massachusetts,1699345.0095929627,5368731.637708074,3662854.9606201807,2006955.7808020592,4174354.357376246,2849659.833515133,151848.9072984125,479313.207151626,606577.5454513087,1853554.8946368895,1476825.0032941722,8152703.890639798,3522654.535200266,1417407.4318410268,1269604.5067886347,1788098.6688291547,2164973.461911618,1281690.7002753096,2204336.5094081657,261115.04468062567,575841.8253270707,0,1055296.3361228781,1812469.2791449795,1930963.9530474287,1815934.9770128417,3178548.1420933376,2154535.0542392074,3845694.258091971,98366.65137867964,328183.43361680146,3145478.6989715328,283574.57485155883,1036154.7605282658,2268110.0118715577,974972.8361115465,2319216.781981613,4082293.2462029792,513527.0446277736,58058.153741316564,1244573.1511725637,2246186.3684372557,1480344.31899985,2631519.9315350363,3369561.866406141,234431.0530017823,740027.6659355555,3945827.7363251434,881935.3576399032,1445916.4437933743,2909961.472776705
Michigan,1117588.455087305,4641443.933717688,2629404.296980934,1126797.1708701462,3119907.45134062,1796103.79045407,947865.9063381144,823822.6615703544,748337.8426272254,1685824.7857384402,1054435.5413052144,7102881.343732325,2492885.3268735227,388627.75435005105,347799.8532345409,734038.3066722968,1144852.6482432391,567577.2657211383,1496239.3127734114,1177495.7189269962,747825.0942890395,1055296.3361228781,0,793762.9120004472,1235023.0788480332,836853.8565529985,2174745.4303568043,1101044.8902349977,2790781.20622548,1038180.6571804583,857291.2491093179,2123068.205299761,805641.8478764923,903144.7510705491,1285897.0787060878,293747.7089390972,1354717.3407434514,3066645.4824711164,656183.1891499538,1057646.1387711633,1020695.9149837928,1203044.654144953,806007.2371216225,1767730.9901442043,2315579.006191534,930355.6442325677,781212.5101217184,2956983.4857326383,539133.368764179,401919.67798449687,1861263.9353426588
Minnesota,1475304.1690202125,3948201.805578452,2044997.4689377004,1119873.4782746271,2426584.2841219935,1146479.3700012239,1722943.1452327948,1616986.2038906475,1534511.2570987549,2199709.2691501053,1553891.7010370377,6345968.153720763,1710525.469833557,605110.9808838945,820654.1632063142,364492.19954181626,785888.1327797053,1073250.220520806,1617370.799302721,1883257.2040924788,1536906.7193666259,1812469.2791449795,793762.9120004472,0,1441898.1622375578,761589.0612271257,1381317.5930060567,541159.1526752554,2095003.4827670595,1776931.84183595,1647856.500860035,1599796.2009204754,1586376.1257956277,1591735.6635242577,502214.67038853344,1027228.167631326,1101752.859986022,2276861.496407709,1449930.145531881,1824135.485425735,1640294.1444648735,450757.1244564389,1208057.487741554,1621138.1509224721,1589133.154343334,1646503.813592421,1546863.666988784,2163255.4803183326,1277582.3697797505,397907.7028779214,1113328.5295021574
Mississippi,268376.46919534355,5262356.705502951,2080905.0347384647,401332.9061569,2755155.8637093855,1600787.1458015735,1780076.2385884735,1468302.05342168,1333442.4991021836,929318.6294544424,539485.2121445978,6758219.380021976,2565866.747109077,970805.2920481123,889872.2003251535,1082346.8790133349,901942.7478425709,701700.3118316188,276375.6325019078,2155973.0506404657,1362047.2741658902,1930963.9530474287,1235023.0788480332,1441898.1622375578,0,689319.919200855,2425455.6759696812,1174868.6292459806,2475805.7639893694,1971670.1708340168,1608335.9133759958,1571271.4772964413,1653862.2048575107,972060.2712276011,1833949.1617059533,1063728.7873497736,747913.0668867293,3144838.2945120526,1422046.4373959254,1898204.6906615882,813382.4239220018,1510039.1875277797,464102.50550092565,760837.0720000621,2173841.8411430838,1936892.573633935,1216755.5643404468,3156326.388413344,1055118.1812357977,1236524.250247608,1898193.359435347
Missouri,776527.4176547466,4598342.763567325,1857702.0266247399,366423.3726664993,2429712.112715311,1132946.1128158388,1682544.2559034359,1445459.264392907,1321043.9451106386,1532019.319404565,935879.514079884,6462576.1208346365,2020840.6579198458,455128.086979133,546873.7023884259,397558.1152660974,372279.5638820603,612877.0459886725,856641.0028602122,1981938.454801521,1338927.0641767073,1815934.9770128417,836853.8565529985,761589.0612271257,689319.919200855,0,1814712.6340352758,533996.0476948965,2114555.624755418,1821874.3599942776,1543167.5005580625,1334106.198414867,1537281.8098562448,1160238.3583044596,1147922.9141511272,841659.0596423154,518276.0940980705,2612358.110313504,1325142.221348137,1802910.4372916971,1116899.1471243587,842609.4886632584,594464.3232016182,958733.207405458,1709542.407049046,1736914.855861861,1262207.6304334973,2579979.8371794005,998970.688191665,646075.5640393994,1339633.7823890955
Montana,2578928.0217469395,2885994.1949175783,1490739.9279240184,2024222.4759673486,1425063.3214844991,947049.4766021967,3098161.9875067724,2996741.0917737028,2909274.2327410257,3333586.029993953,2749898.8624960785,5028457.337613912,416499.262379334,1926893.6769061014,2144811.3645461234,1547279.2018720412,1523891.82754936,2352587.231302295,2463700.703650599,3219480.0271732784,2913554.1396624236,3178548.1420933376,2174745.4303568043,1381317.5930060567,2425455.6759696812,1814712.6340352758,0,1280737.8535982112,1155301.2421428964,3134085.6390493168,3028857.7452957425,1412064.911446124,2964439.069002884,2907918.486656209,911737.4057654416,2392150.006630405,1731043.5475498321,906192.5000166823,2830879.2277445244,3194727.9591127355,2909370.7116545564,1009412.2232365821,2402997.3049402195,2130832.2050340185,711282.6295383694,2995191.649004724,2909413.088589795,786076.9607315684,2633656.0622519264,1775242.3705653304,566656.3322153025
Nebraska,1302902.0691857638,4087547.7798710032,1550900.1452015943,783962.7801116647,2019916.86560245,695190.3831834656,2039714.4288542196,1856853.3747742176,1746576.3265207817,2059315.383950888,1469608.839994168,6023015.851198809,1499018.099953432,748083.5618743488,941199.018436159,367048.1214918011,309531.41735690297,1101413.0489423962,1271715.9680478075,2273908.677855746,1758414.9002444525,2154535.0542392074,1101044.8902349977,541159.1526752554,1174868.6292459806,533996.0476948965,1280737.8535982112,0,1691971.8326597242,2139189.8681659536,1927206.18761409,1075486.9108209445,1894522.1905819275,1661219.134334216,704222.4524603575,1228092.0441182253,620349.2198972623,2090796.796380239,1711156.3613161554,2153607.0833052336,1640087.82882763,344524.4749577148,1124943.7694879167,1139451.7223005106,1234790.9475429712,2027749.9509883903,1714959.2293737011,2047963.1360668878,1438581.6880638648,738456.8754387276,821843.7412771477
Nevada,2712126.2102713482,3533212.6116735125,566890.7498825605,2124650.3858208517,331713.33746413264,998643.7085364242,3731659.589031784,3538550.241036736,3421863.5967702502,3385676.8467380255,2955499.8175949208,4348149.491477295,801339.4984840518,2437498.1116698696,2617731.2430788917,2057693.789760273,1742391.6046944275,2727391.699878047,2380710.4365027407,3954930.79941017,3436439.803789279,3845694.258091971,2790781.20622548,2095003.4827670595,2475805.7639893694,2114555.624755418,1155301.2421428964,1691971.8326597242,0,3827484.3850632915,3616402.391875723,927630.5085230997,3586373.7567738947,3265768.2655377393,1797200.6799125092,2912110.511299912,1742374.9553727333,1009896.1643715518,3399087.11009792,3845492.316681631,3189896.818365004,1644814.6155909759,2667829.0527912285,1864126.9519020156,525689.8307236519,3710835.3399698585,3374033.8190940623,1226720.9517823448,3104495.1477525393,2410907.878337505,1003873.4731989541
New Hampshire,1746911.7143133485,5287614.357119183,3659547.7235942897,2028769.3206418024,4157195.922572594,2834134.3798033535,217672.886774805,543443.2838066686,663181.1922835889,1931892.9984288912,1532822.0467018206,8122021.406256661,3484650.8994058375,1410493.7859736397,1275116.732364231,1772151.4545338491,2163950.665529528,1307881.5487711576,2246553.4283197927,188464.93140137356,631677.2126219684,98366.65137867964,1038180.6571804583,1776931.84183595,1971670.1708340168,1821874.3599942776,3134085.6390493168,2139189.8681659536,3827484.3850632915,0,390336.8858351689,3145601.850748299,318582.982150104,1100340.6371264106,2222522.697658618,985741.423887349,2330563.59831201,4039253.4862674293,549679.2617586434,155641.06965032994,1309324.4353346794,2215948.1863870025,1515739.188864289,2659327.33494445,3345253.1369039887,151204.524564231,800764.7335856076,3896685.759810141,917334.2514126541,1420128.486996,2881265.866832777
New Jersey,1372892.8950392874,5368210.767889267,3400150.625675995,1705276.7846619883,3941530.007824404,2617766.7984943176,176845.78495171908,153124.23634614382,278603.8992461118,1547040.0587093339,1148649.8388326347,7948298.29456879,3350080.569009947,1179398.091883491,1005417.2393314535,1566718.3533358811,1903849.6686830802,978282.3700346894,1880359.7112885497,577929.0313722081,248197.44843350493,328183.43361680146,857291.2491093179,1647856.500860035,1608335.9133759958,1543167.5005580625,3028857.7452957425,1927206.18761409,3616402.391875723,390336.8858351689,0,2877271.460132839,119821.72678653889,710509.0605760887,2130206.3454581876,707390.4793045993,2033044.7685957905,3923465.3371010623,218678.9608638176,290297.71274563,919411.8957620923,2059096.0010643958,1163636.928533418,2320231.6047029244,3157857.137414554,428146.06630315306,412357.1011427604,3808334.554585682,570466.4879790134,1259210.6277013256,2712882.140275024
